8.983731 -0.390992
7.539940 1.764103
14.692224 -2.390762
10.688350 -0.105473
11.339373 0.372293
9.646094 1.093754
9.485471 1.086079
9.170100 1.073077
9.711933 -0.861502
15.368628 -1.944383
11.836720 -1.306629
14.350982 -4.072677
7.545625 2.266494
14.055886 0.533959
6.896082 1.342601
9.105243 -2.561671
13.171856 2.718841
10.568967 -1.961453
9.181830 -5.497433
8.288819 -2.678708
10.073364 0.863720
11.252179 1.596387
7.695272 -2.523924
11.433979 -1.711560
10.196906 1.918657
6.253159 1.609825
8.031157 -0.793317
9.610834 -3.631535
7.583934 -3.708748
10.145991 -1.796651
15.777076 1.556235
7.947752 -2.759828
10.223213 -1.774805
11.684680 1.244109
15.420395 1.374908
9.619913 -3.862850
7.408265 -4.489963
6.236793 0.291502
13.077467 0.175679
9.910120 0.249538
12.531113 -4.525162
13.156456 -0.490839
8.956743 -1.868779
7.957569 0.799645
12.285013 -2.304988
9.524685 -4.273302
9.876156 3.679755
11.036583 0.215300
7.261789 1.181100
7.136812 -2.780983
10.365135 -1.621619
6.458183 -4.246899
10.473436 -3.444579
11.570302 0.897361
11.753536 6.381707
15.652441 1.693516
16.173985 3.165523
14.016454 0.298844
5.925814 -1.426347
5.538065 0.676158
11.721907 4.082691
13.559737 -0.921752
8.228132 2.412596
10.737522 2.414200
11.963928 -1.413684
17.396181 1.074130
10.142515 -3.961029
11.464979 -1.455108
7.912988 -0.241728
7.816519 -1.067408
9.832525 -0.991111
9.006683 0.229539
13.990871 -1.328083
9.391343 2.243109
9.773076 -1.387252
9.080391 3.346324
8.787854 4.089279
12.098376 0.249481
7.849428 1.866674
6.615876 2.636759
9.971171 -1.571511
8.756164 6.185247
9.352366 5.482046
7.173134 5.252567
10.511631 2.145383
5.351001 0.214119
7.298617 1.266420
10.102717 -0.484032
9.614087 -3.551229
12.002580 -5.533317
11.587143 -1.114969
9.157273 -0.264906
12.501506 -0.105554
8.242417 -0.084066
8.005923 -3.699133
5.292161 -0.713841
10.286317 -3.612177
8.015205 -0.225977
11.839697 1.521630
13.420939 1.924013
12.354570 -0.266208
7.913742 2.780857
12.392322 2.208149
12.087755 3.059921
5.979563 -0.608784
6.176954 -1.494047
12.628748 -2.322239
11.766826 1.187776
10.422189 -0.246639
10.320795 -0.100355
7.601063 2.306652
12.203160 -0.745836
11.440496 1.046035
11.189634 -0.688224
11.888954 -3.074137
10.943907 0.007608
10.774898 2.105896
11.251792 6.950912
7.161773 -3.140051
10.787574 -1.508956
12.652240 3.926227
12.187503 -1.251436
7.699567 0.927691
10.171344 -7.106715
11.041981 -1.020482
14.372382 2.245480
8.971372 3.222949
7.789012 -2.311155
9.743263 -0.518791
5.932169 -0.581686
12.217453 -0.088883
10.588566 -0.789799
6.040242 0.653668
6.006939 2.115130
14.297220 -2.366330
12.788410 0.313848
7.644127 -2.781589
11.933582 2.562672
9.832381 2.510197
6.211803 -1.491548
7.372829 -3.958604
6.334188 2.673338
8.182523 1.784339
7.321977 -2.315400
9.738754 3.050509
9.345171 0.536533
8.822030 0.316865
10.202721 -2.031244
11.205065 3.749462
9.910528 -0.015330
13.247770 -0.859276
7.479731 0.125344
14.858268 -1.368304
8.666537 3.524371
11.510417 2.209654
11.273972 -0.985362
11.790723 -0.014545
3.843281 2.011454
9.371021 4.460964
11.652441 -5.033851
3.780006 -2.253907
11.663244 2.794237
10.186006 -0.511210
5.561164 1.842996
8.708250 0.535786
9.380453 3.359745
8.972868 7.745161
6.858587 -2.511505
8.719180 5.892852
13.192227 1.570654
12.239801 -6.489955
7.455909 1.185397
14.847275 0.133711
15.913815 -2.694637
10.204323 0.466759
10.588151 3.594576
8.319431 0.410147
14.064725 -2.107070
13.749008 0.728015
13.209924 -1.992506
7.219410 2.187222
7.554281 2.282911
16.645325 0.788315
6.033599 3.117015
9.309532 -3.281175
9.683950 0.974607
7.467958 1.105037
8.609855 -2.327673
12.684282 -0.408163
7.124906 -1.562880
6.713980 -1.240126
7.668761 2.600416
12.663265 -0.993161
11.104223 -3.788646
7.823038 -2.540692
7.749219 -1.601282
6.809333 0.327231
10.061036 -6.323375
9.667753 3.396515
8.739858 1.194795
9.341922 -2.471346
8.013406 -3.018039
9.535298 2.081750
12.895375 5.190433
8.834340 0.563928
7.603543 -0.086842
15.863920 -2.830770
13.338851 -4.265423
4.954769 6.117843
6.499211 -3.676079
8.359454 0.618098
10.517090 0.849716
6.342109 3.672155
11.289381 0.369965
11.502324 1.026457
10.003131 1.813667
9.561907 2.972493
9.789244 3.295215
12.859252 -1.799966
8.391035 2.173569
10.396144 -0.579840
10.252896 3.533452
13.890145 -1.604764
9.495341 -4.164351
10.599837 2.376258
15.115389 2.354180
11.855283 1.443745
11.535641 1.475073
8.578158 1.471254
9.382415 2.111886
11.843236 3.158725
10.304627 -2.861086
12.517301 6.680491
9.925048 0.354063
14.655608 1.001293
8.133565 0.747557
14.089423 -2.554003
10.004452 -0.977575
9.610781 -0.288143
12.154186 -0.601937
14.414787 -1.536905
7.610569 1.834156
12.319203 0.572754
10.578891 -5.505321
10.805153 1.892827
12.996834 -2.548054
6.473026 4.365636
9.792509 -1.477471
8.377069 1.838857
7.745335 2.835916
7.315967 -0.246042
12.043382 4.636001
9.490521 -1.456835
8.708164 3.397754
13.288048 0.318887
8.246630 -0.990288
9.598706 0.214859
11.126506 2.365404
13.233631 -0.120504
11.637991 -0.435285
9.061047 3.872392
12.537746 -1.933893
8.068993 -3.682056
8.615633 -1.692926
12.915664 1.697180
11.234802 -0.002883
11.665180 1.443958
9.856957 0.853773
8.444352 0.644338
7.196419 -3.811359
12.295089 1.316885
13.174427 -3.089565
14.354614 0.077470
10.199229 -1.639018
8.308656 1.214552
13.462666 -3.262320
10.503846 -0.899347
13.897563 0.017827
7.417766 0.355166
12.774715 -2.622697
6.592673 3.452727
11.466634 0.917649
8.892807 2.995145
4.961725 -2.608150
9.722339 2.632915
9.770025 1.936372
9.154731 -1.737876
14.930378 0.797369
8.354175 0.580668
